CUSTOMER_SK,NO_OF_PRODUCT,DISTINCT_PRODUCT,TOTAL_REVENUE,NO_OF_VISIT,AVERAGE_PRICE,PERCENTAGE_BASKETS_WEEKEND
22153069,368,143,1116.36986,74,2.218860074,1.2838
22114386,304,104,1115.83988,41,2.790961814,1.4634
64892800,309,184,1115.02993,37,3.530813662,1.1351
27788145,291,171,1114.95984,27,3.930379075,1.4815
22284396,304,141,1114.91993,12,3.311957007,0
24330715,324,201,1114.80991,35,3.325508997,2.0571
59324104,213,117,1114.0499,22,4.561658329,1.1364
50108815,283,206,1113.62984,54,3.644748557,1.5185
64878737,313,214,1112.96978,30,3.704553762,1.5
64795992,287,162,1112.23994,20,3.55486626,4.45
22338418,272,179,1111.49985,12,3.572984692,9.25
60450714,429,218,1111.42,55,2.381475857,3.2364
60331466,282,191,1111.41992,20,3.764285411,9.55
52863090,284,130,1110.88,16,3.679322697,5.625
59971302,265,124,1110.41968,10,3.577439239,0
59489010,353,217,1109.38995,108,3.053710444,0.8241
22339180,233,168,1108.45976,66,4.517177203,0.5455
62369271,307,240,1108.33988,61,3.482757143,0.7869
62505663,258,219,1108.3098,12,4.081296304,5.0833
61116159,317,228,1107.88991,17,3.458780298,4.5294
22114139,293,179,1107.55989,15,3.766545997,0.7333
58883832,311,207,1106.95992,21,3.3379675,0.1429
61045707,333,188,1105.81997,24,3.585394227,0.2083
59564024,254,193,1105.63966,31,3.562219172,2.2258
51904814,323,192,1105.5699,43,3.077440073,3
60115750,323,57,1104.92979,38,3.025271181,0
51845547,359,266,1104.72989,59,2.960333058,1.6102
51878031,332,178,1103.80994,26,3.490587079,0.9231
65774447,218,139,1103.68976,14,4.239211869,2.6429
58300838,207,167,1103.32969,16,4.688332174,7.4375
34432049,313,233,1103.31989,36,3.596306429,1.2222
41524871,277,165,1102.86988,36,3.882111498,2.75
52623407,203,95,1102.86977,20,5.126085249,4.75
40046262,340,138,1102.23994,21,3.458061246,0.2381
21178390,229,115,1102.2398,17,4.523420197,0
63196718,301,209,1102.06997,29,3.639899178,0.6897
22341111,402,202,1102.02992,42,2.63266593,1.8095
61774534,293,219,1101.24987,21,3.641481672,5.5238
59976450,279,195,1101.08984,43,3.799963243,1.5581
21428776,311,209,1101.05982,50,3.357032977,0
61050031,285,199,1100.96993,16,3.724709176,6.125
52431296,386,229,1100.64992,27,3.066127639,0.1481
59564900,283,174,1100.60991,36,3.616660512,2.4444
64072177,304,201,1100.3599,30,3.933642199,1.3
62331425,288,181,1100.03993,81,3.661812168,1.0247
58643798,279,190,1099.89985,30,3.615697494,3.7667
39446821,379,209,1099.05997,38,3.024074503,2.1053
59650907,273,248,1098.19989,8,3.694828088,11.75
23638151,282,198,1097.88987,25,3.448805931,2.68
39448580,388,176,1097.49993,38,3.116373462,1.2895
59566464,306,181,1097.3199,65,3.391008476,0.4308
59505875,312,178,1097.22989,26,3.138544855,2.1538
21469602,285,179,1096.91986,16,3.642995993,6
40096287,346,213,1096.7499,24,3.285316918,3.75
61473613,284,174,1096.65988,19,3.813142429,6.6316
61364303,283,213,1095.79984,20,3.571276152,3.9
23723536,275,190,1095.47984,53,3.787517701,0.8113
39435953,367,240,1095.43995,61,2.998971704,1.7377
34836621,290,147,1095.29995,17,3.688086034,6.1765
60543626,310,216,1095.06993,25,3.382845914,6.6
25703435,355,224,1094.90002,17,3.240570044,0.4118
36797009,279,195,1094.50991,16,3.802360827,2.5625
60745437,224,73,1094.43979,17,4.281561496,0
66587550,336,129,1094.04985,51,3.343588946,0.6863
59537095,233,141,1093.83983,12,3.719133669,0
34493734,318,136,1093.25985,22,3.015204088,8.5
59063280,302,230,1093.06996,12,3.368846507,3.75
64655051,368,265,1092.86993,36,3.118157445,0.9722
60641225,326,175,1092.37995,43,3.096064676,2.7209
61885915,197,125,1091.05963,19,4.558255876,4.9474
37160513,284,223,1091.0098,14,3.54340314,4.4286
61351219,230,140,1090.97973,20,4.154732776,0.85
35118062,371,268,1090.69993,36,3.177646821,1.2222
59982485,384,281,1090.09996,49,2.681191008,1.1429
53228344,243,142,1090.05989,21,3.768381178,4.7143
22386433,235,130,1090.04992,44,4.586328642,1.3864
39548890,264,195,1089.84983,26,3.779131185,3
21623382,347,171,1089.31997,26,2.913008663,1.0385
62303606,357,171,1089.24987,46,2.894588881,0
21438486,258,204,1089.10986,6,3.915070575,29.3333
61053812,397,235,1088.04996,61,2.793267612,1.4918
51920641,319,177,1087.95987,31,3.547842712,0.7742
25784479,241,143,1087.8299,26,4.143236183,4.1923
52882152,256,147,1087.00981,11,4.375730849,0
33225492,247,154,1086.93974,48,4.33836031,1.25
62341494,265,181,1086.91987,15,3.952547053,2.7333
22300953,272,140,1086.54984,20,3.286249631,10.95
60510898,190,133,1086.49966,13,4.95039552,4.6923
60331118,398,330,1086.1699,28,2.541319936,5.4643
36174219,299,244,1085.95989,41,3.404875407,1.2927
23785585,339,170,1085.0299,13,3.001316272,0
34946554,310,178,1084.66996,16,3.617374348,0
39448879,357,238,1084.28999,25,3.164104392,5.96
60916447,230,163,1084.18974,28,4.491078667,2.3929
21725038,249,207,1084.05982,11,4.076524899,5
60579873,275,169,1083.68988,55,3.756800085,1.3091
64220908,301,187,1083.57994,12,3.592499696,6.8333
61122864,237,107,1083.49983,16,3.620786745,4.3125
59427809,213,100,1083.0298,58,4.413723885,1.0172
58818135,320,197,1082.82994,19,3.290187328,10.4737
51840723,330,246,1082.55989,43,3.407696782,1.4884
59071449,269,155,1082.28994,28,3.691260727,2.75
62362940,325,186,1082.16984,17,3.303265343,6.2941
64902185,272,177,1082.12992,40,3.841277481,3.5
36180191,264,155,1082.05994,27,3.906653721,2.1852
37126522,289,180,1082.04994,12,3.647395651,2.5833
58892085,270,156,1081.67973,37,3.608182211,0.8649
58316050,293,207,1081.54989,33,3.309794247,1.6364
23622971,399,213,1081.50995,49,2.714166513,2.4694
64724603,273,169,1081.32986,24,4.015044721,1.25
59427700,358,238,1081.26999,82,2.86507171,0.8537
36541548,228,117,1081.01961,37,4.132686396,0.2432
59912514,280,213,1080.91988,43,3.725142429,2.9302
59609732,432,204,1080.61994,44,2.386755686,2.4545
22245275,304,170,1079.9299,22,3.592246216,3.1818
58647230,295,229,1079.72992,25,3.027813776,0
28295759,263,174,1079.67996,38,3.984243455,1.3421
58642275,285,215,1079.58991,10,3.479740627,17.4
62437007,322,243,1079.10993,27,3.351491825,5.0741
23617158,312,163,1078.40991,19,3.274919599,14.4211
22830728,336,194,1078.01994,44,3.105626657,1.8409
35112939,227,181,1077.98981,16,4.43497728,6
36875981,260,108,1077.93982,42,4.19909378,1
59589581,241,163,1077.53985,21,3.997353583,1.1429
36172216,361,264,1077.26996,23,3.019536376,3.2609
23293455,230,124,1077.19978,20,4.438274367,1.5
27990676,249,157,1076.91986,17,4.229823807,2.7647
34336265,328,156,1076.89999,21,3.023526983,7.7143
59727835,207,135,1076.54983,30,4.909999248,1.5
21476257,272,129,1076.41987,38,3.902648769,2.8684
60427683,202,144,1076.15972,9,4.593596298,9.8889
58869543,283,161,1075.99988,15,3.58545894,0
41544659,293,200,1075.80992,18,3.490337663,13.8889
63725719,313,235,1075.49995,28,3.385830458,3.75
59310872,264,213,1075.16991,35,3.929771521,3.0286
39749603,240,135,1074.86979,19,4.230049225,3.8421
59427918,293,134,1074.53995,25,3.396810172,1
61764323,315,119,1074.45983,42,3.688838483,1.1667
22307358,268,142,1074.16988,20,3.685274232,11.05
59563574,231,165,1072.82989,29,4.308749598,2.2759
52239284,274,139,1071.58978,22,3.815037272,3
20819679,243,113,1071.53982,33,4.037419132,1.9697
22114385,365,152,1071.22999,36,2.77464283,3.4167
64059201,224,169,1070.45979,23,4.228437246,6.2609
61155953,241,125,1070.03988,6,4.280027994,0
37731968,283,212,1069.80986,32,3.784928564,5.75
59738298,347,163,1069.68993,117,2.937078328,0.7521
22308252,287,225,1069.05989,11,3.554664011,8.7273
52645768,305,194,1068.91991,37,3.481231583,1.6757
36367598,323,193,1068.45995,23,3.016573139,13
59777126,178,125,1068.42966,20,3.515254662,0.25
60636562,300,220,1068.14996,16,3.323610978,6.375
27909010,267,188,1068.06988,27,4.000870777,5.6296
40043737,262,164,1067.0699,27,3.734654442,2.2963
61304445,356,195,1066.51989,64,2.804433116,1.0781
59983352,265,196,1066.31988,22,3.050938477,6.9091
39555052,303,187,1065.9999,65,3.29963723,1.0923
60641229,395,197,1065.95995,60,2.674077292,1.5833
52158010,265,185,1065.93994,17,3.553522598,1.5882
60441425,241,147,1065.76975,28,3.918395899,3
26030416,267,205,1065.23985,19,3.945781851,0.6842
23380837,313,103,1065.10991,47,3.156474686,2.1277
52239289,310,190,1064.76996,61,3.472809231,1.1967
40168114,225,161,1064.62978,7,4.607536479,18
34447909,260,164,1064.14986,29,3.601850098,4.1379
59428139,393,237,1063.92983,81,2.581769916,0.9753
53237452,239,116,1063.34997,21,4.241512479,2.2857
34457174,312,198,1062.88994,45,3.043209524,1.1556
33454097,298,57,1062.15999,28,3.52738978,0
62452781,325,206,1062.06988,15,3.280980646,2.2667
62490433,284,151,1061.9599,36,3.870023736,0.9444
28186109,265,200,1061.59984,41,3.431627838,0.878
23582538,278,193,1061.56988,27,3.783776565,2.6667
22206885,305,206,1060.57993,31,3.313311116,1.871
59679208,289,152,1060.36988,94,3.238981839,0.7447
58461636,248,145,1060.12983,29,4.205886452,2.3103
58441501,288,241,1059.91993,13,3.52718147,7.3077
39314752,184,109,1059.54968,13,4.742895109,4.4615
37148094,266,146,1059.27984,66,3.743421155,0.8939
51084193,334,208,1059.12991,18,3.130786541,2.1111
58641079,269,190,1058.95992,24,3.808094962,2.9583
61823378,267,217,1058.85992,10,4.036755578,0
53234418,192,135,1058.57967,18,4.667982949,1.1111
23796346,289,201,1058.55991,53,3.559312063,1.5472
58644647,246,169,1058.55984,21,3.332729898,4.8571
40166950,290,195,1058.44984,29,3.763601595,0.8276
64025452,311,212,1058.15995,37,3.136985785,2.7297
58358122,562,198,1057.70996,139,1.673556078,0.9712
37473438,331,169,1057.19995,42,3.097133918,3.3095
60449872,245,165,1056.86988,24,4.07732463,4.5
62507580,222,142,1056.46974,26,3.96850149,2.6923
59469160,275,136,1056.34988,22,3.717095147,11
34323855,245,154,1056.3399,10,3.803024393,3.7
22594838,267,198,1055.54989,28,3.819298864,5.0357
36765413,351,243,1055.31997,26,2.903160747,8.8462
59578245,301,87,1055.10998,13,3.132524884,2
35103930,222,125,1055.00973,29,3.980519538,3.6897
59542464,234,82,1054.84973,16,3.533916667,0
61303383,209,155,1054.83976,22,4.4656689,1.1818
39354142,293,231,1054.65988,14,3.294297586,7.5714
23742881,222,157,1054.37987,12,4.261448403,4.5833
53792038,245,157,1053.9899,42,3.988387418,1.0952
41538202,280,158,1053.98988,13,3.755662673,4.6154
58638857,331,196,1053.44984,57,2.601340168,1.2982
58777813,310,215,1052.35993,48,3.364760067,0.2917
59919619,286,142,1051.53993,25,3.56262383,1.16
62333378,386,174,1051.37993,34,2.871097371,1.5882
28298973,248,160,1051.28985,25,3.741924752,3.92
21099746,259,189,1050.91986,36,3.953512992,1.4167
59502363,278,225,1050.9099,36,3.611852194,2.0556
39946090,260,183,1050.81987,28,3.762548249,4.25
61742353,283,229,1050.60996,32,3.570989065,1.6875
58639848,245,162,1050.17972,41,3.653971391,2.1463
21641382,338,248,1049.95988,25,3.190106296,7.4
58587423,331,242,1049.52993,13,3.000107829,0
23678500,248,172,1048.84986,35,3.995086841,1.4857
62456145,295,176,1048.18997,50,3.431275408,2
51902161,304,241,1047.9499,28,3.418237008,4.6071
61137876,305,209,1047.80991,44,3.377920495,1.8636
40174583,297,190,1047.76991,32,3.42615051,8.125
28753416,400,244,1047.69,59,2.575125,1.4746
58393475,277,137,1047.6299,56,3.636046625,1.4643
39427370,219,123,1047.10988,17,4.41715228,0
29344774,311,194,1046.44989,48,3.375682469,1.9167
34341182,187,103,1046.23968,15,4.576728377,8.8667
39835337,305,198,1045.28993,12,3.239561173,13.6667
23485777,292,226,1045.23993,16,3.482639572,0
22007012,210,102,1045.06984,51,4.362072267,0.4902
22163939,270,218,1044.50982,20,3.622521097,0.95
61052934,228,121,1042.94984,23,4.386821533,6.1304
40233993,268,198,1042.84984,34,3.539429286,3.5588
37153883,292,179,1042.64997,29,3.421746473,2.2759
59540638,288,167,1042.63989,22,3.455976281,2.3636
62662704,332,201,1041.64993,20,3.424524148,1.55
61769292,277,199,1041.61991,20,3.748955623,0.7
59487328,221,96,1041.3398,64,4.202668891,0.875
23743260,284,171,1041.29987,25,3.885679651,2.4
40172922,363,170,1040.86999,28,3.155115549,0.3929
40174927,259,188,1040.81981,15,3.879919881,1
23748390,317,156,1040.58,23,3.167066246,2.8696
22836781,241,82,1040.52987,33,3.214708061,0.9697
51887253,222,158,1040.49979,5,4.402153851,36.2
36388992,245,140,1040.11985,20,3.449738166,4.6
20853553,252,171,1039.88987,22,3.413967956,0.8182
36833305,218,165,1039.54977,24,4.371727494,0
51077005,280,130,1039.53999,15,3.830695897,3.2
51904813,398,274,1038.68997,69,2.709316499,0.942
61339408,326,208,1038.05997,60,3.122120619,0.95
22283220,270,116,1038.00985,36,3.091653816,2.3333
59618322,277,149,1037.8999,43,3.555455803,0.8372
59519904,261,200,1037.52987,15,3.454226944,13.6
28430980,295,193,1037.40996,46,3.360587458,2.6087
22208950,315,205,1037.3999,15,3.056703557,17.4667
52237805,259,155,1036.88996,18,4.075968221,2.6111
34376658,236,187,1036.86984,27,4.259406144,1.8889
64888808,309,210,1036.71989,34,3.492223696,2.0882
41531130,311,233,1036.56994,88,3.271448606,0.9205
59037807,205,100,1036.32972,13,3.886663205,6.4615
60806377,254,188,1035.81985,18,3.622020695,5.2778
59503011,314,182,1035.73991,38,3.052081741,2
64930707,255,161,1035.41976,14,3.213907886,8.7857
20991967,268,164,1034.60984,26,3.699843352,0.6154
20687723,288,226,1034.56987,36,3.503362193,2.0833
64985682,229,179,1034.52975,12,4.281903728,5.5
22526206,299,212,1034.3599,38,3.141245488,1.5789
40045178,281,207,1033.41989,14,3.491407671,2.0714
58242877,223,188,1033.20983,5,4.42493204,22.4
60857609,260,167,1032.72989,44,3.869749615,2.8864
52160619,245,153,1032.62982,47,3.678869413,1.1915
21675102,270,196,1032.3799,25,3.672471573,2.96
62454584,256,213,1031.87991,27,3.785314639,3.8519
23782728,241,188,1031.68985,10,3.565030705,8
51920762,317,201,1031.46997,31,3.406821606,1.7419
66384307,301,217,1031.32992,46,3.352567755,2.1739
40036955,307,109,1030.81995,35,3.158921405,0
61510997,347,224,1030.67993,48,2.969488099,1.2083
22587737,286,192,1030.41986,31,3.310153262,2.4839
58402015,350,140,1029.51994,56,2.831210202,2.8214
34424513,260,185,1029.10987,28,4.073233611,1.8929
59038818,280,132,1028.93995,74,3.37751792,0.7568
23599127,267,166,1028.69991,32,3.495188462,4.9375
61897110,220,119,1028.69986,26,4.182042425,3
62340965,334,176,1028.67998,15,3.405165992,0.1333
40167767,260,165,1028.53997,26,3.849450807,2.1923
23651870,424,273,1028.30996,129,2.390034467,0.3333
52618465,249,193,1028.16987,11,3.9713167,2.1818
22282675,303,156,1027.95992,50,3.185067314,1.26
39532322,259,112,1027.91998,14,3.413204595,0
58651354,202,115,1027.64981,8,3.921657962,0.25
52638875,216,128,1027.61974,39,4.514619047,1.0256
23734972,298,241,1027.57997,30,3.310027864,2.5
21462018,281,188,1027.39997,17,3.463655753,11.4118
21584307,244,203,1027.0998,21,3.90143375,7.2857
23650168,296,209,1026.88997,37,3.491546289,3.4865
36791629,278,176,1026.68991,26,3.843283801,3.3077
59704761,253,135,1026.6199,68,3.803777869,0.5588
59769931,255,210,1026.45987,22,3.765473794,1.9545
39657282,229,108,1026.44981,45,3.823047456,0.7778
20844287,231,146,1026.27989,56,4.249768665,1.9107
62542099,251,115,1025.76992,14,3.808104516,0
20657011,208,164,1024.56982,15,4.701345313,5.4667
29343859,282,145,1024.48988,16,3.170847811,2.5
58346289,302,172,1024.41987,54,3.180791395,1.7778
29375663,244,167,1024.34986,16,4.026146967,0.8125
52105497,266,127,1024.32985,30,3.42486285,1.1333
59004452,225,169,1024.31987,48,4.367510636,1.6458
62390534,205,157,1024.30977,6,4.257617183,10.8333
51082246,302,166,1024.29997,26,3.194335501,5.0769
22256545,194,148,1024.18971,8,3.900836742,20.375
63423092,280,110,1024.16996,30,3.63913343,2.6
39937426,290,203,1024.07977,24,3.309081383,0.875
64306377,322,190,1023.96993,67,3.140749295,0.8955
62421421,363,200,1023.54996,20,3.031720029,0.15
21152309,310,182,1023.37987,38,3.257417229,2.6053
61281878,309,171,1023.35993,37,3.224543795,2.1351
24664820,247,177,1023.1898,35,4.097438232,2.0286
50048759,299,155,1022.68987,23,3.378843095,4.3913
42458237,295,216,1022.65991,54,3.321382708,0.5185
59655232,292,142,1022.60983,48,3.090224578,1.125
21567521,199,117,1022.5697,20,3.729616461,8.45
21469603,208,137,1022.49972,14,4.261376757,0.2857
23865678,289,119,1022.37988,57,3.688720809,1.2807
61062114,134,64,1022.3694,7,4.985536184,19.1429
52186133,259,144,1022.07987,40,3.753039915,0.925
25708608,175,107,1022.03967,10,4.506062157,3.3
40168914,282,174,1021.60987,34,3.526839474,3.1471
23786727,259,172,1021.45988,12,3.496531162,21.25
22341902,270,161,1021.02993,17,3.643482289,5.9412
58879479,210,127,1020.45975,12,3.978268144,0
40043718,255,161,1019.8699,58,4.053967206,1.3276
20808016,504,214,1019.78998,85,1.694161635,1.0471
62345586,257,187,1019.35992,28,3.858195804,5.25
62370185,240,147,1018.69987,26,4.062607636,5.2692
52516769,343,204,1018.3699,47,3.001982464,1.4255
63907638,241,116,1018.28999,30,4.1038589,1.5
21607182,310,220,1018.20993,14,3.09726517,4.1429
58889741,195,165,1017.84972,14,4.249846456,4.8571
39831006,285,183,1017.72995,29,3.701263357,1.6552
60852470,232,112,1016.52993,37,4.097176444,0
40166558,206,140,1016.5098,20,4.57940204,2.25
34418792,287,136,1016.4999,16,3.763775769,0
22210790,226,142,1016.45979,19,4.049615785,1.8947
59590398,349,165,1015.95994,19,2.773907874,1.9474
50949492,211,147,1015.49997,17,4.856076411,3.8824
59028663,205,127,1015.49978,25,4.293137329,3.2
21619749,472,216,1014.65993,98,2.385346488,1.3571
27700317,271,179,1014.57993,21,3.636059247,5
40122871,209,123,1014.4397,16,4.855827805,3.8125
22340710,236,187,1014.33984,31,3.504624603,1.2258
59463367,242,148,1014.10991,11,3.998835737,7.9091
33453064,231,177,1013.34992,19,4.161839545,3.7895
22749697,271,210,1013.26985,28,3.554501364,6.6786
21429392,259,193,1013.10987,21,3.867606518,7.1429
40149644,314,178,1012.90995,8,3.325196957,0
64447919,289,146,1012.70988,39,3.490089838,2.4359
39744872,334,204,1012.55991,28,3.329043605,0.1786
39624653,180,66,1012.1098,17,4.555489875,0
59566475,324,74,1011.79999,32,3.087987585,0.8438
64011212,231,101,1011.67987,112,4.314867873,0.4643
22352104,226,160,1011.6698,12,4.020200219,3.1667
61820374,361,200,1010.93988,77,2.474763368,1.1948
58588567,225,143,1010.90983,48,4.0513446,0.9792
25773548,228,146,1010.85992,29,3.805463094,0.7241
61544740,275,203,1010.56994,33,3.680716654,1.3333
34336099,239,192,1010.43975,40,2.516580714,1.15
64649872,278,221,1010.34988,18,3.621799527,9.0556
60618051,275,184,1009.90993,61,3.539181914,1.3934
23591639,240,127,1009.87994,25,4.090229833,4.28
58910837,362,256,1009.72,76,2.791765508,2
42473293,245,133,1009.70996,16,4.090075281,1.9375
59503597,182,116,1009.48981,26,3.896528873,0.1154
39627949,279,181,1008.97989,25,3.51632083,3.12
52239056,259,102,1008.76988,38,3.783193988,4.2368
59600431,389,210,1008.68986,173,2.404194965,0.3295
62668866,255,98,1008.54991,33,3.508989252,0.2121
41527422,238,174,1007.37989,8,3.819010833,0
37705959,276,208,1007.34988,41,3.604611993,2.9268
59506849,255,101,1006.74989,85,3.671462026,1
61753871,329,150,1005.67992,17,3.273636113,2.7059
21581710,205,145,1005.26981,29,4.01517098,1.1724
58876767,273,219,1004.06989,19,3.574943848,1.5789
36876486,269,216,1003.91991,11,3.274747083,1.8182
59618361,291,204,1003.35999,48,3.2239655,1.3542
39655335,318,234,1003.26995,10,3.284809745,0
21581082,316,207,1002.93994,31,3.24045882,0.5806
41514700,406,243,1002.88998,164,2.401901631,0.2378
22996787,409,183,1002.3099,41,2.187622359,2.561
34455867,217,155,1002.26985,31,4.376689363,2.0323
59037984,282,190,1001.70988,61,3.377943511,1.0328
64886370,160,125,1001.57954,19,5.143044634,3.2105
41542837,242,147,1000.6099,64,3.929415613,0.9063
65906590,211,100,1000.53972,25,4.561104629,0.52
60636119,297,119,1000.43997,68,3.226717071,0.9853
28331629,232,109,1000.22996,20,3.845391207,2.8
51277977,254,149,999.84997,13,3.83202369,4.8462
22524564,315,163,999.54998,57,2.907292914,1.1579
59970696,244,182,998.98974,42,3.766350278,1.8095
23742910,254,188,998.70989,22,3.599999605,4.2727
61861648,314,211,998.41996,18,2.836944354,5.6111
39357824,292,179,998.34992,28,3.35347191,1.0714
52611959,232,182,998.14988,10,3.69001424,2
51916348,267,178,998.08996,23,3.693257424,1.8261
59920628,252,152,997.84989,51,3.843774719,1.9412
21027554,370,249,997.33002,31,2.495555528,1.3226
59499107,318,205,997.32996,15,3.143818576,17.2
53102081,225,166,997.07978,50,4.118658378,1.58
59341088,187,98,996.78974,54,4.807794556,0.6852
58910820,314,181,996.71999,13,3.034581929,19.3846
24540727,215,153,996.08981,15,4.008854463,1.0667
28300200,327,188,995.86992,66,2.830925772,1.5758
59788166,263,172,995.45988,26,2.829941618,2.4615
37448906,319,119,995.37001,17,2.920930599,0
39357693,284,190,994.82,13,3.89967011,0
20656623,193,152,994.36979,22,4.802736554,4.8636
22249803,229,116,993.86983,9,3.970884292,3.8889
40043851,246,175,993.56986,25,4.019107324,2.72
58469885,226,178,993.19974,25,3.401692087,2.36
35113264,246,151,992.5999,83,3.993073361,0.759
50264728,258,185,992.02989,18,3.87224372,6
59012100,226,125,991.53979,23,4.236546218,2.2609
22114405,252,156,991.43994,20,3.593273607,3.95
62312906,232,114,990.86994,13,4.067021478,5.2308
34498518,237,162,990.75989,19,3.793661931,1
62458224,188,97,990.50977,43,4.209049854,1.6744
22316671,319,155,989.89994,16,2.927248255,6.9375
61829901,251,191,989.71988,9,3.676891992,6.3333
58644654,244,164,989.0299,25,3.627277469,2.56
28211350,272,195,988.94994,11,3.667992074,1.1818
60557079,255,217,988.90987,40,3.723784446,1.775
59501308,247,139,988.88986,29,3.968007541,0.6207
22114190,273,142,988.8799,24,3.331709158,2.875
40174207,311,180,988.72998,18,3.435744851,1.8333
22208962,276,145,988.49992,34,3.483919048,1.7353
53467052,316,166,988.07003,24,2.902140575,11
58338188,208,170,988.04987,10,4.300063558,4.7
52997281,290,228,987.8799,25,3.092947966,4.88
51637013,244,166,987.55981,18,3.941197624,1.3889
60820887,173,105,987.18964,9,4.603855325,10
37611322,242,109,987.10998,69,3.128181106,0.8116
61802640,202,87,987.03983,19,4.422461516,2.0526
22187479,242,165,986.69993,12,3.902839979,7.6667
60026247,345,158,986.33991,67,2.543878579,0.9552
46670850,212,122,985.87983,38,4.261714975,1.0789
60368658,312,205,985.85993,30,3.322762928,3.5667
41536377,302,183,985.62993,13,3.34874395,2
21573394,220,133,985.46981,35,3.429086336,3.3143
59618370,224,94,985.44992,28,3.863615759,0
21451518,216,153,985.44988,23,4.114798341,0.913
21635148,229,184,985.05988,17,4.263459308,2.0588
59725564,253,93,984.7799,61,3.521666378,1.6885
36875701,294,184,984.66995,36,3.499543149,1.0833
46670555,246,116,984.19994,56,3.864457984,1.0714
61883630,200,58,984.19961,21,4.008878607,0.381
20906291,301,203,983.99,43,3.462013447,1.5349
62392839,294,149,983.31998,30,3.412595052,2.4667
59085120,271,171,983.19996,13,3.383357804,0
58607435,334,208,983.16992,109,2.911762622,0.5321
40165591,244,157,982.94985,30,3.861154328,3.9333
60808616,221,191,982.81991,12,4.245248484,0
62329146,254,193,982.34994,18,3.469677055,1.2778
21284858,255,187,982.06996,9,3.750098656,1.5556
37126405,210,125,980.52987,20,4.533635789,1.55
64040173,252,181,980.3999,24,3.955496109,1
51920760,322,177,979.92997,18,3.295290065,0.5
58650524,395,199,979.75992,36,2.400645392,3.2778
40172926,320,205,979.10994,34,3.231698974,0.7353
34935923,282,106,979.09991,132,3.419693885,0.4848
22904255,267,130,979.02995,38,3.618541439,2.3158
36394799,214,124,979.02982,20,4.230750446,0.9
53630081,251,163,978.7299,12,3.760267037,2.6667
40180541,249,146,977.99989,28,3.841686979,3.6429
53545926,227,160,977.87981,28,4.157065933,1.2143
