CUSTOMER_SK,NO_OF_PRODUCT,DISTINCT_PRODUCT,TOTAL_REVENUE,NO_OF_VISIT,AVERAGE_PRICE,PERCENTAGE_BASKETS_WEEKEND
31829264,333,194,2173.32875,27,3.4486557,0
58889707,404,177,2172.8294,23,4.079371636,0
59427891,404,208,2160.71949,42,4.324091113,3.0476
58246473,508,321,2158.97971,10,4.020734035,0
20697030,477,272,2153.50957,23,3.952093185,5.4783
23352695,510,253,2152.05971,44,3.682762014,6.9318
20660110,581,297,2146.77983,34,3.410631564,0.4412
58528520,377,302,2145.34934,19,4.515242626,4.8421
23717387,491,134,2143.3095,52,4.167553607,4.0962
59504641,491,273,2140.88968,33,3.966502979,11.0606
59003455,455,265,2138.05955,35,4.359327359,1.8286
22351989,465,214,2133.17976,31,3.700275711,2.6774
35094805,686,410,2132.28998,89,2.963086481,1.9775
59428206,519,285,2129.24954,90,3.544102654,1.3
37632766,435,273,2124.48958,22,4.604983324,3.3636
20846015,519,370,2124.12972,15,3.823693211,17.4667
39617406,483,302,2123.03972,11,4.20460528,0
21155028,510,276,2122.70964,26,3.484370079,3.1154
23748348,530,326,2117.04985,61,3.592733352,2.2787
23777359,386,203,2116.86931,10,4.115013289,20.8
61809069,441,84,2111.75974,52,3.846390421,1.8077
60615674,705,362,2106.9599,145,2.882676241,1.4552
39356029,441,272,2103.2996,38,3.804286099,5.2632
40167740,400,238,2102.34953,21,4.479424484,6.8571
21431603,453,280,2100.85959,45,4.076751581,6.1778
58489862,428,323,2099.98957,28,4.236006997,7.8571
58380722,609,327,2098.27994,24,3.4356089,3.8333
22473505,437,199,2088.98949,86,4.336214673,0.8837
58872751,564,290,2086.3298,72,3.599326436,1.7361
59646387,479,325,2085.42972,16,3.833626289,4.9375
59428165,470,317,2083.78967,29,3.726786841,4.1724
40046066,571,266,2082.38989,27,3.774175397,2.6296
59485466,482,194,2082.28974,42,3.690522999,0.9286
20784710,468,297,2082.02967,21,4.098397634,5.9524
59578253,579,368,2078.24983,31,3.428928021,4.3871
58880483,509,318,2077.83976,26,3.930956646,1.3077
38864422,678,426,2075.25973,102,2.833076765,1.902
20802419,528,193,2068.28981,48,3.74160616,2.2708
59618368,432,236,2067.96962,23,4.305917878,2.6522
59504650,419,257,2067.51956,40,3.889165931,2.875
60984659,490,376,2067.16968,38,4.040314894,4.6053
58358135,384,247,2067.02949,52,4.710904431,0.8462
22203725,411,258,2066.55952,67,4.578181854,2.3433
22288611,475,187,2066.22952,79,3.788655795,1.5316
23182448,518,245,2066.12975,33,3.826708079,10.8182
22114222,503,344,2064.06968,27,3.640278386,7.2222
40173100,508,307,2063.21979,21,3.998140691,7.0476
60524342,526,169,2061.92975,63,3.690012309,3.1429
22113293,631,248,2061.81968,111,2.974872933,0.1622
59830917,366,198,2060.93951,49,4.605276257,2.6735
22288083,617,289,2060.42972,65,3.257113366,2.6462
22208951,420,292,2059.65955,38,3.827276623,3.1053
59027377,516,339,2057.60969,36,3.830231967,7.5
20968252,474,337,2056.60982,22,3.795639333,9.5455
29926497,549,387,2054.97978,34,3.485079739,3.8824
22843658,506,241,2053.63974,79,3.940181819,2.0633
59427889,588,309,2051.18996,91,3.016744812,2.3297
36352584,653,377,2048.58988,108,3.083557484,1.8148
51032169,377,185,2041.00958,30,4.449744439,3
22208959,464,260,2040.50955,18,3.749254938,4.5
38981467,530,254,2035.17969,58,3.553200525,1.1207
28665663,536,278,2034.06963,39,3.386525371,2.6667
58645614,521,276,2033.75965,97,3.767481567,1.2784
59427035,643,242,2031.68961,115,2.897984699,0.087
22288093,426,129,2031.5495,27,3.870791236,0.037
59579353,519,229,2030.15982,54,3.481987423,2.9444
23791664,533,186,2029.88962,31,3.594924049,3.5806
59427924,658,329,2028.75982,187,2.839760062,1.0267
58425257,420,254,2028.07953,41,4.126002357,3.6585
22114378,568,293,2025.28988,86,3.068853198,2.5814
59567717,385,237,2022.2295,26,4.614165728,2.8846
58337779,477,290,2021.66968,9,4.031620532,0
62615702,410,257,2019.07949,48,3.612789387,2.3333
39450222,456,255,2018.90964,56,4.404638333,1.2857
20784444,498,253,2012.9297,14,3.65562996,31.8571
59086636,541,267,2012.08988,92,3.528072421,1.7717
22131525,608,290,2010.17992,101,3.062064275,1.5545
39622051,454,220,2010.05965,34,4.040717783,4.0882
60547813,462,264,2007.20969,34,4.090644286,0.4412
22318684,514,309,2004.51962,90,3.816032407,1.8111
36785532,575,451,2003.26982,93,3.482171399,1.2473
20799844,555,232,2002.63991,29,3.42728268,3.6207
37057354,446,211,2000.39984,40,4.221579752,4.15
60613178,451,128,1999.46948,50,4.043120184,3.92
59651716,563,296,1996.03989,59,3.404632401,1.7797
20789485,352,198,1992.07928,20,4.362966471,0.3
59504655,457,250,1989.7696,19,3.827111952,2.5789
58872306,417,251,1989.34952,46,4.092595329,4.913
65310916,535,213,1985.7497,125,3.59454825,0.912
62374273,414,258,1984.58964,67,4.413790986,1.0597
22207323,543,225,1974.25987,43,3.554285427,0.814
52634309,530,383,1969.35983,26,3.56879048,3.6154
58833348,470,149,1967.87977,52,3.595200204,3.1538
21441097,493,251,1967.23976,51,3.670019898,1.7843
58502082,555,256,1963.28978,91,3.423814888,0.2088
58872897,436,218,1961.76971,59,4.206146204,1.5424
21577503,445,283,1961.56969,39,4.038984455,7.0769
40052217,445,246,1960.90977,74,4.210933035,1.3784
58428440,403,267,1958.79955,19,3.737010142,3.5263
61978529,611,281,1958.16001,33,3.523437703,1.4242
22284349,495,328,1957.84975,22,3.869121939,6.7273
39356203,790,460,1956.32998,101,2.425687469,2.2079
39819616,447,266,1946.03968,16,4.105977813,1.5
21692464,448,240,1944.96971,29,4.07499566,1.5862
22351981,437,249,1944.87994,14,4.06581026,28.7857
59914051,693,251,1944.66995,114,2.735778824,1.7544
59428166,515,322,1943.70974,38,3.710999539,4.6842
21161644,518,286,1942.81971,31,3.396230848,12.9677
21232652,423,93,1941.71978,27,4.023803081,1.7037
21273617,206,59,1941.63828,18,1.957047682,0.6667
59489003,453,271,1940.91958,36,3.929232888,1.3611
22964956,444,281,1936.13953,30,3.858995814,3.6667
59041668,669,320,1934.81986,242,2.862326084,0.8843
20947933,413,282,1932.35975,30,4.337310994,3.6333
20755175,490,178,1931.01992,34,3.238124393,2.2353
21127061,480,284,1930.14972,47,3.901177766,1.5745
62512800,427,159,1928.53975,44,4.061234729,3.6364
22301205,469,277,1926.15977,18,3.716311366,12.7778
22114381,362,195,1923.5196,34,4.302868305,1.5294
22985887,363,240,1921.79963,23,4.729559366,0.6522
62339574,462,281,1916.36963,87,4.204257255,1.0805
21432110,469,296,1916.24965,31,3.783397444,5.7419
35076749,498,218,1910.26981,43,3.493486022,4.6047
58833257,420,281,1909.06978,18,4.170662259,11.6667
58741080,507,294,1906.10989,25,3.592136071,4.56
58895440,464,237,1905.4597,37,3.683408517,5.4595
63944816,625,395,1902.26988,77,2.921942444,2.3506
60228583,553,358,1899.3999,52,3.395218014,2.7308
21688941,424,261,1897.3897,26,3.944646268,9.2692
28172236,405,271,1896.65959,43,4.034672492,4.6977
20783969,467,262,1895.84979,15,3.855983171,0.2667
58313027,510,171,1894.87989,36,3.028532754,2.9167
59026928,555,371,1891.80988,76,3.192584961,1.2105
64151004,335,197,1890.23946,24,4.675377992,0.7917
59772586,374,127,1887.77952,70,4.120657425,1.2143
21699909,513,244,1886.6699,81,3.464256135,2.1975
21384489,445,147,1884.8998,39,3.720910672,3.8462
58614163,548,299,1883.70981,43,3.132181984,1.907
59809290,513,300,1880.23993,66,3.499593851,2.6364
22615697,516,320,1880.1499,52,3.397153835,6
37383984,571,305,1879.90985,64,3.310353472,3.0313
59567850,547,269,1879.7699,67,3.358676287,1.7612
58755459,381,195,1879.25961,25,4.627091263,0
58730772,393,316,1878.14964,23,4.007251605,6.8261
53130748,538,364,1877.8198,32,3.556488946,4.7813
58232219,431,221,1875.88953,72,3.854885972,1.875
60299979,419,232,1872.5397,42,4.1982492,1.0714
60997170,414,254,1872.23974,42,4.142884548,2.8571
21429920,596,342,1871.36994,93,3.067272626,1.7957
40174216,464,166,1869.31977,47,3.922772391,4.8085
51843234,352,239,1868.17963,34,4.420649246,3.7353
21167621,491,348,1867.49974,33,3.623124488,4.4545
58910528,444,176,1866.00983,55,3.892324695,3.2909
21270530,516,303,1865.79991,22,3.430142262,3.9091
61807629,396,205,1865.32964,32,4.028006956,2.5
20732494,461,279,1864.92978,31,3.625999558,3.9032
31919946,441,153,1864.67968,40,3.979651137,1.75
61872196,410,263,1864.60964,24,4.659579205,3.4167
58890024,447,266,1861.3797,27,3.713844486,7.8148
28310674,623,232,1856.41987,63,2.896713292,2.0952
62520084,399,215,1854.3098,87,4.515777855,1.069
59012917,516,243,1853.75978,74,3.560527776,3.0135
52997126,517,374,1852.48991,107,3.302547204,1.2056
22752008,631,241,1851.8399,103,2.679110483,1.6117
59744561,508,314,1851.65983,58,3.382059119,3.1724
22114746,446,317,1848.20986,24,3.920108346,2.625
60007125,491,163,1846.56987,150,3.336946481,0.8267
61453445,503,197,1846.35973,25,3.26328945,5.6
22185191,426,172,1846.00982,37,3.639796297,3.8378
59810692,524,245,1844.92978,44,3.199143889,1.25
38875516,454,233,1844.33974,23,3.499984751,7.7391
52884223,562,262,1843.69997,28,3.529514416,0.6071
58647934,492,278,1843.43975,28,3.338862177,12.3929
58639014,486,311,1843.27984,33,3.438700747,7.9697
39425711,461,286,1840.24975,77,3.873727773,2.026
21329954,371,244,1839.08971,22,4.677600391,9.0455
22211615,394,193,1836.27957,39,3.978945298,3.4103
59019400,454,289,1834.25981,85,3.813321848,2.5294
39354169,455,241,1832.73978,32,3.878479864,0.8125
59502896,363,215,1831.4796,21,3.914573398,0.9048
41531987,484,339,1830.36974,51,4.013920299,2.3725
41509991,476,260,1829.9599,17,3.779894299,22.2941
22287890,634,216,1826.83988,88,2.562849,1.9659
62341505,320,126,1826.4596,16,5.132702125,18.6875
58705512,523,358,1826.2898,87,3.238962797,1.1494
31746197,509,305,1826.19989,55,3.296900159,2.0909
23742520,542,361,1826.0798,25,3.174135575,7.2
52624918,491,344,1824.15987,60,3.598384228,2.9
60416191,457,255,1823.71982,53,3.66738903,2.1887
39349752,534,308,1823.18986,39,3.572893406,0.2051
61824154,528,240,1817.47995,91,3.550653458,1.5824
20982798,467,324,1816.89984,47,3.391644957,1.1915
59501737,554,219,1816.80975,90,3.117149075,0
60351280,398,148,1814.64974,23,3.960251323,11.5217
52035302,424,268,1812.71978,24,3.900402382,12.5833
22451401,394,221,1809.24959,25,4.298226116,4.12
21625134,497,242,1806.14969,50,3.011513905,7.2
21630636,349,194,1805.89964,50,4.298867402,1.64
59567719,451,147,1805.13962,81,3.685445637,1.2099
22286346,473,253,1804.97993,20,3.639094023,2.15
21567503,403,224,1804.78987,17,3.763287663,0
39357989,515,265,1802.30992,30,3.459271208,1.1333
52628986,380,228,1799.48977,49,4.639061582,3.0204
42476412,717,444,1798.77993,85,2.60841353,1.1059
59507113,389,277,1798.55986,38,3.955584171,3.0789
21164677,416,230,1798.40961,39,3.859193942,0.641
22566147,353,125,1796.86969,55,4.248202493,1.5636
36784251,412,276,1795.53974,76,4.265362925,1.9868
23748375,371,201,1794.96953,18,4.486324647,12.9444
58987912,438,227,1794.17984,20,3.721207249,9
20842848,453,287,1790.15975,19,3.755420895,0.4211
63109943,301,115,1788.63951,45,5.085217551,1.3333
34927053,240,101,1788.30854,83,3.457211903,0.2048
21439778,496,365,1788.11976,19,3.499379671,1.5789
35071976,366,240,1787.67974,11,4.544519945,4.1818
61045242,492,141,1785.92987,70,2.820471638,1.7857
20949611,380,199,1785.11962,38,4.37471984,6.0526
58807562,391,196,1777.84976,27,3.686210153,5.4444
61290435,528,308,1777.43984,57,3.328393804,2.3333
58639229,511,251,1777.41974,72,3.358063323,2.4583
51841511,488,305,1776.77987,48,3.818951405,1.6458
58642440,444,274,1776.26978,31,3.810301844,2.7097
59441963,550,272,1773.89992,95,2.987728104,1.6526
61814650,440,309,1772.41977,71,3.212694741,0.9859
36512592,361,237,1769.93966,32,4.593914592,0.9688
61755919,434,193,1767.17967,96,3.839640361,1.6979
51084146,503,330,1765.65977,73,3.431076592,1.3151
20921783,391,231,1765.00977,15,3.794548201,12.7333
37125526,366,87,1764.92982,40,4.047117146,2.1
59788688,491,267,1764.32983,56,3.282779719,1.625
51389472,490,236,1763.99004,30,3.831906621,9.6
28741424,404,259,1762.38969,27,3.951296576,0.1111
59428846,442,266,1762.32985,35,3.551370658,4.7714
58789962,354,225,1760.59957,31,4.726903057,4.9032
39652421,306,158,1757.30945,19,4.726267789,3.5263
60816995,454,254,1756.27982,53,3.824929698,1.4151
22844597,355,168,1755.48955,31,3.997392297,1.6129
26306410,392,304,1754.70965,15,3.969276531,21.7333
58338197,449,250,1754.34974,19,3.528919371,18.5789
62676750,421,249,1753.45977,105,3.949788682,1.4095
58638337,426,291,1753.15971,50,3.675231877,0.82
58839759,375,239,1751.78957,42,3.972147109,2.2619
22301194,486,327,1750.26989,27,3.35418384,5.6667
22609804,451,274,1748.9197,36,3.485449643,8.4444
60575842,406,104,1747.56997,35,4.048938198,3.5143
58294441,425,274,1747.01975,31,3.685915362,5.0323
39000445,396,195,1746.69989,13,4.346346425,1.8462
58383341,400,262,1746.22975,20,3.970532746,2.1
60943606,351,200,1743.81956,20,4.452003729,5.9
21381706,347,241,1743.62972,25,4.154791841,3.36
21440894,413,275,1743.0398,20,4.025453759,8.5
21603050,524,244,1742.85986,63,3.212559323,6.254
20900176,343,211,1742.63965,32,4.43205085,2.4688
58265434,384,254,1741.50967,9,3.86881015,0
22340716,395,167,1738.11951,39,4.3832548,2.2564
60071794,408,274,1737.67963,35,4.175654892,2.4286
37380276,518,253,1737.12998,81,3.442263253,1.3827
61787691,404,252,1736.93983,43,4.024552953,2.186
62335036,490,236,1736.81998,18,3.764646585,3.1667
28859647,384,165,1735.02946,45,3.652497539,4.1778
29934093,419,212,1733.45956,62,3.822214431,3.5806
58814824,426,252,1732.03977,41,3.725165217,3.9268
62617371,424,236,1731.9199,39,3.908845,5.6923
39631791,396,236,1731.79966,53,4.0831651,2.1132
59568271,376,153,1731.44963,75,3.870925176,1.1333
21598434,394,194,1730.98966,19,3.917863066,4.5789
59919127,392,270,1728.80967,69,4.015342945,1.1594
58810237,420,193,1728.09982,53,3.75424053,0.5094
40121353,434,167,1727.8098,15,3.812468665,15.8667
22595068,326,115,1727.59954,21,4.547862072,4.5714
34919532,487,356,1727.52986,47,3.368049575,2.6383
39650200,382,261,1724.43974,41,4.226963906,3.8293
58892513,456,204,1721.11979,41,3.530840396,1.3171
37731962,409,186,1720.8698,38,3.646992129,2.6053
62355275,402,222,1718.24974,29,4.216833466,0.7931
20811625,363,215,1716.65971,16,4.071578073,4.5625
64804208,501,291,1714.85997,35,3.350125713,1.6286
40045752,548,283,1711.94991,51,3.227480729,0.5294
59567676,555,199,1708.35993,131,3.071464602,1.4427
23179654,504,290,1707.53994,44,3.263809405,2.5
60523385,445,123,1706.76981,84,3.303573683,2.2024
60996390,527,249,1706.33981,60,3.080745785,1.7
60641227,445,267,1705.70985,70,3.472330822,1.6857
60553551,374,250,1705.05972,26,4.010391621,7.3462
21151391,505,301,1703.6799,32,2.998163513,6.5
59579360,448,206,1702.55993,23,3.701572843,11.087
22760111,422,185,1700.84979,29,3.865862794,2.6552
34816717,481,159,1700.66979,23,3.056436594,3
59804783,492,288,1700.05981,37,3.336801698,7.2973
37062722,521,253,1696.51973,205,2.915227507,0.8049
58279511,509,303,1693.59984,60,3.265732993,2.8
22185178,334,207,1693.40969,14,4.519259041,0
21637630,601,321,1692.76995,207,2.762043476,0.971
21458111,420,237,1691.9797,33,3.613141814,4
23654583,431,181,1691.4498,43,3.739132247,2.2093
21352079,364,193,1690.27981,28,4.01050331,3.3571
21567516,380,238,1689.27963,66,3.638078234,0.6061
61349461,406,168,1687.90979,39,4.12788505,4.6923
25221181,430,263,1686.95979,52,3.875023266,2.3462
29354169,348,230,1685.92974,37,4.500835138,1.6216
21702815,426,264,1683.14969,100,3.747299317,1.04
58642220,440,246,1682.75964,39,3.411534884,3.4359
20887638,366,201,1678.2097,25,3.931282493,2.96
58470022,433,281,1677.91978,43,3.543196965,1.3953
21607650,357,240,1673.22969,45,4.011192963,0.7778
21355393,414,183,1673.15974,43,3.7474381,0.186
23642931,408,290,1672.9897,17,3.600279298,14.8824
59489017,450,223,1669.51997,33,3.505379408,2.6364
61018459,351,181,1669.34975,22,4.258123149,3.0455
53661108,291,168,1668.00939,30,4.379991002,2.6667
22338510,431,236,1667.51984,45,4.113423084,1.0444
59693562,364,197,1667.36963,26,4.187319558,6.4615
39537548,389,190,1666.31972,35,4.098328417,4.6
58907175,378,254,1663.1497,14,4.088616341,23.5714
59984689,551,320,1663.05987,55,2.935692683,2.2727
52620857,397,247,1660.1398,14,3.840543776,25.4286
59583005,381,158,1659.67986,55,4.045364644,2.1091
62384714,411,254,1657.95987,21,3.8249256,4.5714
52236260,388,198,1656.71966,37,4.496007371,1.1892
58681017,446,265,1656.25959,53,3.290156929,1.6038
20784457,386,257,1655.85972,22,3.898928003,5.2273
60484817,427,221,1651.45976,19,3.659132447,8.4737
58397685,435,207,1648.49993,40,3.328529752,2.625
59427771,397,297,1648.2297,30,3.664665266,4.8667
59425861,576,332,1647.61996,71,2.935426181,2.8028
59506837,387,243,1645.03971,39,4.080521462,2.3846
37058303,440,289,1644.99988,17,3.37390883,8.3529
60331500,414,207,1643.90978,55,3.407896878,2.1273
52233098,385,241,1641.33982,95,4.045983793,1.3474
59977416,301,212,1639.64949,17,4.993550774,6.5294
40042656,491,263,1637.80978,189,2.94709317,0.6032
58842600,402,229,1637.7697,76,3.928595815,1.8684
64453353,444,202,1636.69985,87,3.565462832,1.7701
60484819,363,229,1636.05965,53,4.310192985,2.3208
58369756,496,249,1635.83,66,3.372122337,1.7273
39449903,401,270,1633.86978,56,4.000137601,3.5536
22111568,499,334,1632.40989,61,3.332445089,2.9672
36038182,477,336,1629.65989,57,3.348471401,1.8947
58473493,318,222,1628.99965,27,4.687137415,5.5185
23604268,393,153,1628.79983,52,3.817615002,2.5
25407622,365,228,1628.45976,45,3.790105493,2.1333
63035305,422,229,1628.08997,32,4.000210105,6.625
39536181,538,328,1627.83988,31,3.056679044,3
59431868,426,230,1625.72988,45,3.531830012,1.3111
64492018,368,172,1624.06972,44,4.271120553,3.3636
22308266,330,202,1623.4297,40,4.122110759,3.75
20821005,448,256,1621.83992,23,3.320898178,4.1304
21328881,333,217,1621.47973,9,4.369283664,11.4444
60415522,380,171,1619.87985,49,3.988935431,2.7755
23444328,454,263,1619.37982,50,3.261318976,1.92
59637196,437,302,1619.36975,70,3.490590858,1.7143
61153326,441,254,1612.45982,66,3.263969889,1.9091
58240520,383,277,1611.29981,43,4.010367014,2.907
51902158,428,280,1610.71978,27,3.872399781,2.963
58316607,360,230,1610.5698,34,4.112424986,1.9706
61315883,408,213,1609.17983,25,3.564069642,4.24
60408874,406,220,1608.28994,35,3.532940285,7.3143
21566188,413,215,1605.26988,18,3.531854342,20.3333
39551566,457,322,1605.13994,19,3.433744103,0.9474
59741274,424,257,1603.07984,35,3.617873066,4.0857
58910197,332,258,1602.85971,17,4.139948961,3.0588
39446850,531,385,1601.36988,44,2.943116872,5.0682
21619883,531,306,1600.88985,58,2.714691019,2.5517
61695877,433,223,1599.11972,41,3.554367581,3.1463
38975879,463,294,1598.4799,54,3.142925476,3.4259
60412658,460,243,1597.87971,49,3.249831976,1.3673
23792066,432,275,1596.65987,33,3.301048706,3.3333
39355141,366,214,1594.65976,35,4.018406773,2.6857
31682231,443,243,1594.32993,26,3.472397123,3.2308
59608231,409,240,1593.69972,70,3.575548069,1.4429
53388441,506,277,1592.90996,20,3.454222577,1.4
58441451,380,249,1590.82976,21,3.880180225,7.2857
21436695,378,279,1590.45971,23,3.989007232,1.5652
60675071,445,259,1589.86987,39,3.199472083,5.2821
59026983,501,271,1587.19984,82,2.949580535,1.4878
59599910,414,288,1586.80986,59,3.598915558,2.8983
22114221,407,246,1586.12972,34,3.704575444,6.0588
22386928,405,277,1585.31983,36,3.502294936,1.9722
21619819,467,314,1584.84991,38,3.09410849,5.8158
21454149,339,200,1584.29971,46,4.314432187,2.2609
59088980,399,234,1581.07971,96,3.676193445,1.125
21389700,461,308,1580.09986,30,3.214617686,4.8667
20794099,451,244,1579.12983,60,3.314181307,3.0333
37054837,500,249,1578.98999,16,3.029905853,2
40131507,341,171,1577.61982,8,4.461676148,5.875
23617181,348,183,1577.28977,19,3.920828033,11
25954236,366,189,1575.07985,19,3.867631255,10.9474
61771396,464,260,1573.81976,48,3.095068551,2.0833
58907705,373,200,1572.66976,42,3.142362693,1.6905
39454404,413,258,1571.37986,49,3.775044811,1.5918
39943819,363,189,1570.84985,14,4.326351585,2.6429
62472245,409,238,1570.20987,40,3.459404552,6.575
27958910,430,160,1569.57993,63,2.997329318,1.6984
40171874,322,227,1568.73976,32,4.772446789,3.4375
21233363,436,301,1568.68989,32,3.591503217,3.3125
61039843,391,276,1565.52983,38,3.646383484,2.7368
58989233,448,270,1562.61988,51,3.238678435,2
58470154,390,158,1561.76981,28,3.760409833,3.8214
61152879,365,231,1560.6397,67,3.611252985,1.7612
61766591,362,228,1559.99987,77,3.751937087,0.7662
59971310,473,252,1558.59995,18,3.055545862,1.2222
37351319,391,248,1556.75981,64,3.831155364,1.8594
21157851,340,214,1556.64968,16,4.096543016,18.5
59499673,413,303,1554.56986,21,3.616419612,12.0952
58433544,329,224,1554.13973,30,4.215842873,1.4
22300456,374,149,1553.60958,42,3.225773953,3.6905
23740691,420,240,1551.71991,21,3.500242913,5
21591648,345,207,1551.55976,33,4.192405266,1.8485
61900823,317,206,1551.45966,30,4.295494994,4.9333
59428151,399,173,1549.83987,72,3.519563028,1.3056
62368000,401,179,1549.02973,44,3.804084552,1.3864
59501317,262,146,1547.79955,17,4.977812933,6.4118
64738530,413,197,1545.54985,54,3.666398674,2.537
39655640,476,257,1545.32991,47,3.481131893,0.7447
62705967,405,253,1543.74988,25,3.532626511,9.6
23325520,540,417,1542.12989,51,2.765947699,2.9804
21629635,310,170,1539.74971,21,4.064384496,12.3333
22301303,392,164,1539.00979,28,3.30598759,0.3571
22117533,453,257,1538.0198,196,3.19119384,0.7551
59609425,488,185,1535.73999,38,2.961700799,6.5789
36876754,285,204,1535.60962,15,4.594335134,2.8
53242007,369,281,1535.32981,25,3.626453441,2.52
58883904,428,201,1535.1699,125,3.51088309,1.4
59578262,396,244,1533.71985,20,3.645054962,9.2
61814485,512,356,1533.65978,116,2.981074438,0.9224
51676274,343,212,1532.76982,19,4.568634436,7.9474
59081023,409,243,1532.44983,18,3.544022703,0
20872162,348,239,1530.87961,27,4.177403673,1.8889
66145523,407,289,1529.90987,24,3.601620636,6.125
22305510,568,287,1528.84997,52,2.675619264,3.7885
35110054,387,179,1528.04971,74,3.715655553,0.527
22437962,404,263,1527.01982,29,3.324307282,4.4483
23644288,305,196,1526.49968,17,4.427688894,12.9412
21634517,427,333,1525.67995,14,3.212110767,13.2857
22848973,378,234,1524.81965,33,3.275255554,7.0909
34462715,368,225,1524.70972,24,3.85480186,11.125
37363943,522,229,1523.60991,81,2.94630413,1.8148
39357794,359,216,1523.20986,21,4.048686059,8.381
37146688,341,263,1521.77977,22,4.022047346,5.6818
60625676,547,217,1521.71991,73,2.721570087,2.3699
37048073,477,259,1521.5299,58,3.116355667,2.1034
53543082,465,177,1520.95991,62,3.390881496,2.371
58323501,320,195,1520.3798,45,4.493858797,1.6444
29939439,357,265,1520.09981,24,3.918159656,3.6667
59583072,543,295,1520.05995,140,2.362964952,0.7214
64016105,399,237,1519.88987,52,3.478721247,3.4231
40170289,470,299,1519.53987,54,3.294396634,1.4259
36799049,327,207,1518.59982,36,4.507341028,2.6111
60693794,284,99,1518.46963,17,4.468143949,10.7059
58652978,415,304,1517.41978,27,3.487397402,2
61051451,344,110,1516.64988,66,4.203865945,2.2273
58792496,450,349,1516.25986,40,3.1341012,3.825
37465404,361,151,1515.59957,47,4.095594679,2.8723
60194995,378,306,1515.38983,35,3.782605496,3.5429
39649112,431,212,1514.97994,17,3.73287629,0
58889706,300,208,1514.60962,20,4.089927525,5.55
59427895,541,178,1513.30999,53,2.76691448,2.4717
59427751,472,210,1513.17984,89,2.99863772,1.1348
40167736,379,186,1512.45975,26,4.134958151,2.2692
39557811,303,200,1511.85963,28,4.415584672,3.1786
58657951,466,263,1511.42989,82,3.130705688,2
59427712,513,285,1511.03994,246,2.898749037,0.439
37727303,460,288,1510.24994,19,3.393346091,2.0526
22762599,356,207,1508.3598,26,3.678060662,0
33415240,354,277,1507.8998,26,3.894810666,8.5769
60553788,370,213,1507.74983,16,3.501585252,14.4375
59506824,338,177,1507.40964,54,3.563014722,1.4444
21173357,406,242,1506.98977,64,3.481919036,1.6094
52639074,263,154,1505.8095,17,4.648255979,12.1176
36794922,443,207,1505.47989,38,3.165179856,4.2368
51929097,326,216,1505.20986,17,4.122251002,14.0588
63648191,378,248,1504.59979,26,3.72157655,3.8462
60636849,393,279,1502.78985,33,3.448144953,2.2424
61151213,342,133,1502.15969,41,3.678254702,3.2195
46670865,428,301,1501.36993,25,3.297872187,9
64971794,593,357,1499.40997,47,2.690566148,1.3617
61351776,403,265,1498.84991,48,3.616880013,3.4167
61188805,434,302,1496.78985,98,3.124504336,1.2347
59581595,576,254,1495.27998,56,2.661633627,2.3571
59564458,343,242,1494.78985,24,4.28688443,3.0417
58890202,419,228,1494.55983,77,3.284080053,1.3896
59017019,422,256,1494.05982,49,3.331586549,2.4694
21325967,417,287,1494.0198,60,3.133591004,0
39529839,372,206,1493.49977,42,3.002889545,1.9048
21156904,456,211,1493.00996,40,3.295481475,2.4
40044841,384,243,1492.40985,28,4.109011993,2.5
20784526,336,195,1492.0598,25,3.941153746,4.92
59538248,357,248,1491.40987,12,4.101863997,25.0833
63842902,305,151,1490.01969,23,4.222927111,4.087
37049794,261,196,1489.69955,13,4.79428989,7.5385
58253810,342,205,1488.05977,26,3.564444078,3.3462
22842722,401,257,1487.26995,30,3.600542899,2.8333
37468790,340,203,1486.99981,29,4.157754134,0.5517
59044970,470,323,1485.64981,37,3.308672719,8.3784
20821419,481,258,1485.23003,57,3.191925511,2.7719
36376264,331,192,1484.20961,40,3.617636936,1.2
40175568,350,254,1483.38975,49,4.148392033,1.3061
51910357,401,236,1483.37993,43,3.366586972,2.3256
53316841,407,262,1483.01989,55,3.454149969,1.4364
23673082,324,103,1482.42991,25,4.240609591,6.6
65763755,444,301,1480.97988,66,3.23283881,1.5303
